Id,Sentiment,Pasangan Calon,Text Tweet,Buzzer/Not,PIC
486,positive,Ahok-Djarot,Bener banget! Cuma yang nonton concert Coldplay aja yang ngerti #AhokDjarot,Not,Derryl
487,positive,Ahok-Djarot,"Pelajaran Kesabaran dari ""The Invisible"" Djarot http://kom.ps/AFwLJ5  #AhokSelaluDihati #badja #AhokDjarot #AhokMartir",Buzzer,Derryl
488,positive,Ahok-Djarot,Apa pendapat anda tentang pak ahok? â€” Pemimpin hebat yang Tuhan utus utk Indonesia #gueahok #ahokdjarot #saveahok http://l.ask.fm/igoto,Buzzer,Derryl
489,positive,Ahok-Djarot,gantungan kunci ahok berbagai model https://www.tokopedia.com/ #ahokfree #AhokIsHope #AhokDjarot #BasukiTjahajaPurnama #BTP #AhokTakBersalah,Not,Derryl
490,positive,Ahok-Djarot,#freeahok #saveahok #ahokfornobel2017 #ahokdjarot #ahoklovers #ahokbtp #ahok https://www.instagram.com/p/BUBE8R_BJnj/,Buzzer,Derryl
491,positive,Ahok-Djarot,Ternyata mencari pemimpin yang dicintai itu tidak gampang.MSP. #AhokDjarot #AhokForNobel #silake5,Not,Derryl
492,positive,Ahok-Djarot,,Not,Derryl
493,positive,Ahok-Djarot,Djarot Ucapkan Terima Kasih Atas SYUKURAN AHOK DIPENJARA http://ow.ly/W7im30bFdmB  #ahok #ahokdjarot,Buzzer,Derryl
494,positive,Ahok-Djarot,Kami mencintaimu Ahok and Djarot! #Ahok #SaveAhok #ahokdjarot,Buzzer,Derryl
495,positive,Ahok-Djarot,"Doaku Menyertai (Jakarta, May 2017) basukibtp @ahokdjarot #storyofthestreet #ahok #ahokdjarotâ€¦ https://www.instagram.com/p/BT8t9c9jQlx/",Buzzer,Derryl
496,positive,Ahok-Djarot,1000 Lilin untuk pak Ahok #saveahok #ahokers #ahokdjarotâ€¦ https://www.instagram.com/p/BT6m67jFgW4IhB_AXM414EpDGHX3BA4-_8lc5w0/ â€¦,Not,Derryl
497,positive,Ahok-Djarot,#Ahok #ahokhebat #AhokDjarot #AhokTakBersalah #RIPJUSTICEINDONESIA #politikkotor,Buzzer,Derryl
498,positive,Ahok-Djarot,"Mas @addiems , keren banget... Selamat berjuang, NKRI harga mati #SaveAhok #AhokDjarot #RIPJUSTICEINDONESIA",Not,Derryl
499,positive,Ahok-Djarot,Tugu proklamasi dibawah sinar bulan purnama #ahok #AhokDjarot #ahokfree,Not,Derryl
500,positive,Ahok-Djarot,Dari NTT untuk Bapak Ahok basukibtp #saveahok #ahok #ahokdjarotâ€¦ https://www.instagram.com/p/BT6vCAkD2Odn28TQ0-1W-3a6HiqagNqDh_2T7g0/ â€¦,Buzzer,Derryl
501,positive,Ahok-Djarot,Manado 1000 lilin #AhokDjarot #Hukum_yang_telah_mati #NKRI harga mati,Not,Derryl
502,positive,Ahok-Djarot,1000 lilin untuk Ahok dari Manado @ManadoKota @temanAhok @basuki_btp @digembok #AhokDjarot #RipJustice #RIPHukum #Manado #saveNKRI,Not,Derryl
503,positive,Ahok-Djarot,pak @WagubDKI dan @basuki_btp itu adalah 2 sosok Band of Brothers di kehidupan nyata #DemiAhok #AhokDjarot,Not,Derryl
504,positive,Ahok-Djarot,Sejuta Lilin demi Keadilan #AhokDjarot #lawinforcement #justice #JakartauntukSemua #IndonesiaRaya https://www.instagram.com/p/BT6ioErhYdo/,Buzzer,Derryl
505,positive,Ahok-Djarot,"semoga #AhokDjarot bisa menyelesaikan tugas negaranya sampe oktober pas pelantikan gubernur baru, supaya APBN saat ini tidak diganggu2 amin",Not,Derryl
506,positive,Ahok-Djarot,SALAM SUJUD DAN HORMAT SAYA PADA PAK DJAROT KHABARNYA PENANGGUHAN TAHANAN AHOK DI SETUJUIN DAN MALAM INI PAK AHOK PULANG,Not,Derryl
507,positive,Ahok-Djarot,semoga selalu #tegar #AhokDjarot https://twitter.com/cpdmkrkm/status/862234789859868672,Not,Derryl
508,positive,Ahok-Djarot,Dukungan Doa dan Pemasangan sejuta Lilin untuk AHOK dari Manado Untuk Indonesia. #SaveAhok #AhokDjarot #RIPJusticeInIndonesia,Not,Derryl
509,positive,Ahok-Djarot,Manado untuk Pak @basuki_btp,Not,Derryl
510,positive,Ahok-Djarot,Rakyat Cinta NKRI Perjuangkan Keadilan #justice #lawinforcement #AhokDjarot #JakartauntukSemua @â€¦ https://www.instagram.com/p/BT6eQ61hZfW/,Buzzer,Derryl
511,positive,Ahok-Djarot,Semangat ya pak Djarot.. Doa kami menyertaimu.. #Ahok #AhokDjarot #Djarot #RIPJusticeInIndonesia,Not,Derryl
512,positive,Ahok-Djarot,Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung,Not,Derryl
513,positive,Ahok-Djarot,Suatu hari nanti orang-orang akan bercerita bahwa BATMAN DAN ROBBIN pernah melindungi jakarta !!#AhokDjarot,Not,Derryl
514,positive,Ahok-Djarot,Perbedaan mana yang kerja keras dan mana yang suka cari muka ! #Ahok #AhokDjarot #freeahok #AhokIsHope #RIPJUSTICEINDONESIA #riphukum,Not,Derryl
515,positive,Ahok-Djarot,Dukungan Doa dan Pemasangan Lilin untuk AHOK dari MANADO untuk Indonesia. #SaveAhok #AhokDjarot #AhokPresidenRIke8,Not,Derryl
516,positive,Ahok-Djarot,Jerih lelahmu memperjuangkan bangsa ini dari korupsi dan menegakkan kebenaran diperhitungkan oleh Tuhan pak. GBU #Ahok #AhokDjarot #freeahok,Not,Derryl
517,positive,Ahok-Djarot,Tuhan selalu bersama pak @basuki_btp dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot,Not,Derryl
518,positive,Ahok-Djarot,"Tetap semangat pak Djarot, Air matamu akan selalu terkenang, Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot",Not,Derryl
519,positive,Ahok-Djarot,doa kami untuk Jakarta.#AhokDjarot,Not,Derryl
520,positive,Ahok-Djarot,Paduan suara warga di balai kota #ahokdjarot,Not,Derryl
521,positive,Ahok-Djarot,Apakah ini bukan suatu sejarah? #IndonesiaBersih #AhokDjarot,Not,Derryl
522,positive,Ahok-Djarot,DEMAM Karangan Bunga Dukung Ahok-Djarot Menjalar hingga Siantar,Not,Derryl
523,positive,Ahok-Djarot,Tidak ada pemimpin di Indonesia Sebaik jujur tegas dan kerja nyata Ahok Djarod is the Best #AhokDjarot,Not,Derryl
524,positive,Ahok-Djarot,"Integrasi rusun, pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru",Not,Derryl
525,positive,Ahok-Djarot,Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot,Not,Derryl
526,positive,Ahok-Djarot,Ribuan Bunga untuk #AhokDjarot #AhokDicintaiRakyat #Jakarta,Not,Derryl
527,positive,Ahok-Djarot,"#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri, bloon",Not,Derryl
528,positive,Ahok-Djarot,Indonesia harum bunga #AhokDjarot ungkapan seribu bahasa Cinta,Not,Derryl
529,positive,Ahok-Djarot,Jelas yaaaa.... #bunga bukan abal2... #badja #AhokDjarot #jakarta @ Kantor Balai Kota Jakarta https://www.instagram.com/p/BTgm0rKl2dY/,Buzzer,Derryl
530,positive,Ahok-Djarot,ke balaikota DKI Jakarta dan kehabisan kata-kata.. #AhokDjarot,Not,Derryl
531,positive,Ahok-Djarot,Bukan hanya di jakarta saja tapi di medan juga #AhokDjarot #AhokDicintaiRakyat #AhokShow #FadliZon #Jakarta,Not,Derryl
532,positive,Ahok-Djarot,Karangan bunga untuk ahok Dari kota kecil yang indah.... #Ajibarang #Basuki_btp #Jakarta #Ahok #AhokDjarot #DKIJakarta,Not,Derryl
533,positive,Ahok-Djarot,"Pemenang sejati adalah pemenang hati Rakyat. Udah kalah masih bisa datangkan rejeki buat tukang bunga,Pak #AhokDjarot #AhokDicintaiRakyat",Not,Derryl
534,positive,Ahok-Djarot,"@basuki_btp dan djarot semangat & sehat2 terus. Semoga diakhir masa jabatan ini, masyarakat DKI sadar akan pemimpin sebenarnya. #ahokdjarot",Not,Derryl
535,positive,Ahok-Djarot,Betul sekali itu abang yang keren Tuhan berkati #AhokDjarot dan berkati juga abang,Not,Derryl
536,positive,Ahok-Djarot,"Balaikota masih rame, kiriman bunga pun masih terus mengalir untuk #ahok dan #djarot #badja #ahokdjarot",Not,Derryl
537,positive,Ahok-Djarot,Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot,Not,Derryl
538,positive,Ahok-Djarot,Perlu IDE GILA #REDKARPET #LONGREDCARPET #LONGREDCARPETAhokDjarot #AhokDjarot,Not,Derryl
539,positive,Ahok-Djarot,"Allah bersama orang2 yang benar, subhanallah.. #DKIJakarta #AhokDjarot #PemProvAmanah #PemenangdiHatiRakyat #Piss",Not,Derryl
540,positive,Ahok-Djarot,"Unik, Karangan bunga untuk Gubernur DKI Jakarta, Badja Viral di Medsos, ini salah satunya ... #POLEMIKPaluHakim #DKIJakarta #AhokDjarot",Not,Derryl
541,positive,Ahok-Djarot,Tuhan Memberkati #AhokDjarot,Not,Derryl
542,positive,Ahok-Djarot,"Tuhan sayang Jakarta & AhokDjarot karena AhokDjarot kalah saja mereka masih marah, AhokDjarot menang apa yg terjadi di Jakarta terima kasih.",Not,Derryl
543,positive,Ahok-Djarot,"Kami sudah biasa dan tak bisa lepas dengan yang galak-galak. Kami sayang kamu, Pak #AhokDjarot",Not,Derryl
544,positive,Ahok-Djarot,Lagi nongkrong ada yang masang karangan bunga. Dan ternyata tidak sampai monas aja tapi sampai Jogja! #AhokDjarot #BungaAhok #bungauntukahok,Not,Derryl
545,positive,Ahok-Djarot,Heboh papan bunga untuk pak ahok #pakahok #ahok #jakarta #dkijakarta #ahokdjarot #indonesia https://www.instagram.com/p/BTbroj0hnCS/,Buzzer,Derryl
546,positive,Ahok-Djarot,#GombalinAhok kamu luar biasa pak begitu jahat ninggalin aku yg terlanjur sayang padamu #AhokDjarot,Not,Derryl
547,positive,Ahok-Djarot,Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot,Not,Derryl
548,positive,Ahok-Djarot,Dari Batam untuk #ahokdjarot. Tetap semangat pak! https://www.instagram.com/p/BTbYtzqAQI6jzioWGmCLAnPDLEUHoxYZ8BWolU0/,Not,Derryl
549,positive,Ahok-Djarot,KARANGAN BUNGA ucapan TERIMAKASIH masyarakat ke Pak @basuki_btp & Pak @AhokDjarot sampai Monas #karanganbungaahok #telkomsel #AhokDjarot,Not,Derryl
550,positive,Ahok-Djarot,#ahok #djarot tetap di hatiku #pilkadadki,Not,Derryl
551,positive,Ahok-Djarot,#ahok #ahokdjarot #pilgubdki #saveahok #temanahok Gusur demi jutaan rakyat http://infototorqq.blogspot.com,Not,Derryl
552,positive,Ahok-Djarot,"#ahok #saveahok #ahokdjarot #pilgubjkt Anies Unggul di Pemilih Muslim, Ahok Kaum Pendidikan Tinggi TotorQQ: http://www.infototorqq.com",Buzzer,Derryl
553,positive,Ahok-Djarot,#duajari #ahokdjarot #badja #salamduajari #duajari #kode #code #gangster #farmer #foodhero https://www.instagram.com/p/BS1x10_Bovd/,Buzzer,Derryl
554,positive,Ahok-Djarot,"Sudahlah bikin pusing. Lagian @basuki_btp Sudah jawab dengan baik. tinggal semua tenang,konsentrasi,berdoa,selalu bahagia Untuk menang",Not,Derryl
555,positive,Ahok-Djarot,Terima kasih atas doanya pa Kyai .. #voteahok #AniesSandi #pilkadaDKI #ahokdjarot,Not,Derryl
556,positive,Ahok-Djarot,Kita jatuh cinta dengan gubernur yang tidak kita miliki. <Heart With Arrow> #PilkadaDKI #PilkadaDKI2017,Not,Derryl
557,positive,Ahok-Djarot,Betul tidak pak jokowi ? <Trophy> <Trophy> Oke lah ya pak basukibtp Dukung 100 % . . #pilkadadki #pilkadadki2017,Not,Derryl
558,positive,Ahok-Djarot,Peach #pilkadadki #pilkada #pilkadadki2017 #pilkada2017 #ahok #ahokdjarot #ahokers  https://www.instagram.com/p/BTDYVuNAw,Buzzer,Derryl
559,positive,Ahok-Djarot,Kami sudah. #vote #pilkada #pilkadadki #pilkadadki2017 #ahokdjarot @ TPS 07 https://www.instagram.com/p/BTDSmEylbz8/,Buzzer,Derryl
560,positive,Ahok-Djarot,Ayo coblos yang bijaksana untuk JAKARTA yang lebih baik  <Victory Hand>  #PilkadaDKI #PilkadaDKI2017 #PilkadaJakartaAman,Not,Derryl
561,positive,Ahok-Djarot,Bapak Presiden sudah bilang Pilkada DKI akan aman tohh  <Smiling Face With Sunglasses>  <Smiling Face With Sunglasses> ... #PilkadaDKI2017 @jokowi @JokowiAhokJKT,Not,Derryl
562,positive,Ahok-Djarot,"Kekalahan Ahok ini disengaja, biar bisa sepaket dengan AHY pada Pilpres nanti <FACE WITH STUCK-OUT TOUNGES> <grining face with smile eye> <grining face with smile eye> <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> #PilkadaDKI. #Ahokers jangan risau hahahahahaha",Buzzer,Derryl
563,positive,Ahok-Djarot,"Pak Anies sepertinya semakin banyak dapat respon negatif dari netizen.Makin emosi-an.AHY, tetap hafalan.Badja paling ok <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> <Victory Hand>",Not,Derryl
564,positive,Ahok-Djarot,Kekalahan Basuki Tjahaja Purnama-Djarot Saiful Hidayat di Pilkada DKI Jakarta tidak mempengaruhi elektabilitas PDI <Victory Hand>,Not,Derryl
565,positive,Ahok-Djarot,"saya percaya, kondisi cuaca beberapa hari sebelum pilkada dki ikut serta memberikan kontribusi positif ke ahok-djarot. Aku 2!! <Victory Hand> <Victory Hand>",Not,Derryl
566,positive,Ahok-Djarot,"Bagi Tompi, Ahok-Djarot <Victory Hand> <Victory Hand> Lakukan Perubahan Positif, Nih Buktinya! #PilkadaDKI",Buzzer,Derryl
567,positive,Ahok-Djarot,"Positif, PDIP Usung Ahok-Djarot di Pilkada DKI 2017 <Victory Hand> - Suara Nasional http://fb.me/4WTHLLCNZ",Buzzer,Derryl
568,positive,Ahok-Djarot,Kalah karena jujur lebih baik daripada menang karena curang <Heavy Check Mark> <Heavy Check Mark>. Initerjadi di pilkada DKi.Makanya masih iri tidak terima sama Ahok,Not,Derryl
569,positive,Ahok-Djarot,KALAH PILKADA DKI AHOK DJAROT DAPAT KARANGAN BUNGA SIMPATI KARENA TERUJI DAN TERUKUR <Victory Hand> <Victory Hand> ANIES SANDI MENANG DAPAT BUNGA DP 0%,Buzzer,Derryl
570,positive,Ahok-Djarot,"Ahok-Djarot kalah dalam pilkada, tapi menang dalam menjaga integritas berdemokrasi Pancasila. Bangga! <SMILING FACE WITH HEART-EYES> #JakartaGubernurBaru #PilkadaDKI",Not,Derryl
571,positive,Ahok-Djarot,Kepada Pendukung #BaDja #AhokDjarot kita tidak usah terprovokasi dan jangan mengotori tangan2 kita dengan Hal2 yang mengandung NAZIS <Heavy Check Mark> <Heavy Check Mark>,Not,Derryl
572,positive,Ahok-Djarot,"Ingat kita pilih pelayan warga, bukan pemimpin agama di JKT. Pilih yang jelas BAIK, JUJUR dan BERSIH <Heavy Check Mark> <Heavy Check Mark> #AhokDjarot #debatpilkadadki",Not,Derryl
573,positive,Ahok-Djarot,"Banyak pemimpin agama yang baik. Tapi pelayan warga yang JUJUR, BERSIH dan KERJA NYATA, cuma <Victory Hand> <Victory Hand> @AhokDjarot #DebatPilkadaDKI",Not,Derryl
574,positive,Ahok-Djarot,#djarotsupportpersija Luar Biasa #AhokDjarot #BaDjaBeragam,Not,Derryl
575,positive,Ahok-Djarot,Jangan lupa coblos pemimpin yang pekerja keras <Victory Hand> <Victory Hand> #AhokDjarot #AniesSandi #JakartaPunyaSemua,Not,Derryl
576,positive,Ahok-Djarot,masih berama dalang enthus #AhokDjarot #AhokDjarotLebihBaik #enthus #salamduajari,Not,Derryl
577,positive,Ahok-Djarot,#Jelas membawa manfaat untuk umat. Komitmen #AhokDjarot <Victory Hand> <Victory Hand> untuk Umat Islam - https://kask.us/ioQK2  #ForumKaskus via #KASKUS,Not,Derryl
578,positive,Ahok-Djarot,Haha..kerja nyata #AhokDjarot <Victory Hand> <Victory Hand>,Not,Derryl
579,positive,Ahok-Djarot,Baju Seragam buat nyoblos sudah siap nih teman-teman... #pilkadadki #ahokdjarot… https://www.instagram.com/p/BS3xZkflwVZ/,Not,Derryl
580,positive,Ahok-Djarot,#gue2 #kami2 #ahokdjarot #tetapahokdjarot #suarakankebenaran #weedbegoodtogether #katakitaig https://www.instagram.com/p/BS3mqF8lxNP/,Buzzer,Derryl
581,positive,Ahok-Djarot,"karena #AhokDjarot  <Victory Hand> <Victory Hand>  terbukti berkinerja bagus, bersih, anti korupsi & memperjuangkan keadilan",Not,Derryl
582,positive,Ahok-Djarot,Marilah Kemari (@ahokdjarot  <Victory Hand> <Victory Hand>  disini) cover by Citra & Alain #ahokdjarot #basukidjarot @temanAhok @AhokShow,Not,Derryl
583,positive,Ahok-Djarot,SAYA 2 <Victory Hand> #AHOKDJAROT #BA2JA (at Toba Dream),Not,Derryl
584,positive,Ahok-Djarot,Ahok-Djarot  <Victory Hand> <Victory Hand>  Meroket. #ahok #djarot #ahokdjarot #pilkada #election #pilkadadki2017 #gubernur… https://www.instagram.com/p/BS3diVJBTna/,Buzzer,Derryl
585,positive,Ahok-Djarot,INI! #Ahok #AhokDjarot,Not,Derryl
586,positive,Ahok-Djarot,"Walaupun banyak cobaan yang menimpa pak ahok, mundur 1 langkah maju 1000 langkah untuk menjadikan jakarta lebih maju lagi <Trophy> #ahokdjarot",Not,Derryl
587,positive,Ahok-Djarot,#AhokDjarot <Victory Hand> <Victory Hand>,Buzzer,Derryl
588,positive,Ahok-Djarot,jakarta tidak butuh gubernur yang pandai bermain kata2.. jakarta butuh gubernur yang bekerja nyata <Victory Hand> <Victory Hand>  #AhokDjarot,Not,Derryl
589,positive,Ahok-Djarot,Siaran langsung pak Ahok  <grining face with smile eye>  #ahok #ahokdjarot https://www.instagram.com/p/BS3YHWsgAk7/,Buzzer,Derryl
590,positive,Ahok-Djarot,Ahok di Net Ahok di ini talkshow #AhokDjarot #JakartaPunyaSemua #temenahok #ahokdjarotmenang #JakartaKece,Not,Derryl
591,positive,Ahok-Djarot,"benar deh ,ikhlas kok #ahokdjarot tidak jadi gubernur beliau sudah tujukkan cara berdemokrasi, dan jadi sosok pemimpin yang berintregitas",Not,Derryl
592,positive,Ahok-Djarot,"Kata babe pilih nomor 2 <Victory Hand> <Victory Hand> <Victory Hand> #ahokdjarot basukibtp @Kebagusan,pala Soang https://www.instagram.com/p/BS3SLRFgFVb/",Not,Derryl
593,positive,Ahok-Djarot,"#AhokDjarot hasil kerja nyata,hasil kerja sudah banyak yang terselesaikan, gak pakai janji2 lagi,tinggal meneruskan yang lain  <Victory Hand> <FOLDED HANDS> <Fire>",Not,Derryl
594,positive,Ahok-Djarot,Menjadi cerdas dan berpikir jernih #AhokDjarot #Putaran2Menang,Not,Derryl
595,positive,Ahok-Djarot,#KawalC6CoblosNo2 kawal #AhokDjarot #Putaran2Menang <Victory Hand> <Victory Hand>,Buzzer,Derryl
596,positive,Ahok-Djarot,Cuma ahok jarot yang bisa membereskan jakarta karena tahu apa yang dilakukan <FOLDED HANDS> <FOLDED HANDS> .Bukan calon yang cuma ngayal sama jualan kipas.,Not,Derryl
597,positive,Ahok-Djarot,Begini Program Ahok-Djarot <Victory Hand> <Victory Hand> Ajak Warga Bekerja Baca selengkapnya #Ahok #Ahokdjarot,Buzzer,Derryl
598,positive,Ahok-Djarot,#JakartaBersuriah ala ustad cang haris.. pilih #AhokDjarot <Victory Hand> jangan lupa No. 2 pilih yang islami asli berakhlaq dan sudah haji.. Haji Djarot,Buzzer,Derryl
599,positive,Ahok-Djarot,Di hari2 terakhir ini saya usul team pak @basuki_btp bergerak di #JAKARTATIMUR #AhokDjarot #Kami2 untuk sosialisasi ProgramKerja  <FOLDED HANDS> <FOLDED HANDS>,Not,Derryl
600,positive,Ahok-Djarot,<lovered> Nama yang Indah <lovered> Nama masjid baru pemkot Jakarta MASJID RAYA KH HASYIM ASHARI. @nu_online @NahdlatulOelama #AhokDjarot,Not,Derryl
601,negative,Anies-Sandi,Lebih baik jadi dosen yang dibanggakan dari pada berharap jadi Gubernur dengan cara yang membohongi rakyat dan diri sendiri. #pilkadadki2017,Not,Derryl
602,negative,Anies-Sandi,Kalau saya sih malu ngakunya juga @aniesbaswedan ...,Not,Derryl
603,negative,Anies-Sandi,Kenapa pak @prabowo Berterimakasi pada #FPI setelah @aniesbaswedan @sandiuno Memenangkan #PilkadaDki2017 pengamat politik mana pengamat.,Buzzer,Derryl
604,negative,Anies-Sandi,"Daftar rumah baru di jakarta yang DP nya 0-Rp Kalau gak terealisasi, kau tanggung janji kau di akhirat nanti,,, #pilkadaDKI2017 #pathdaily",Not,Derryl
605,negative,Anies-Sandi,"Kalian dijanjikan ini itu sama calon gubenur baru. jangan lupa tagih janjinya, Jakarta butuh kerja nyata bukan sekedar janji #pilkada",Not,Derryl
606,negative,Anies-Sandi,"Bagi yang precariat kayak aku ini, dp rumah 0% lumayan membantu. Jadi pasti aku tagih! #pilkadadki2017",Not,Derryl
607,negative,Anies-Sandi,Harus menerima hasil ini dengan lapang dada. #PilkadaDKI2017,Not,Derryl
608,negative,Anies-Sandi,Sedih... Tetap Optimis ya Jakartaku #pilkadaDKI2017,Not,Derryl
609,negative,Anies-Sandi,Kalo gitu aku mau tagih program DP 0% dari Anies-Sandi #PilkadaDKI #pilkadadki2017,Not,Derryl
610,negative,Anies-Sandi,"Sabtu kerja&ngobrol tentang #pilkadaDKI,ternyata ketua RW di komplek rumah teman saya super maksa warga pilih Anies demi janji 3 Milyar",Not,Derryl
611,negative,Anies-Sandi,Takut kalah jadi buruan bagi-bagi sembako. Kayanya lebih cocok jadi pegawai bulog kaleee. Colek @kpu_dki @KPU_RI @jokowi #PilkadaDKI2017,Not,Derryl
612,negative,Anies-Sandi,Jenazah ditolak.  Abis solat diusir. Yang dagang di usir. Agama jadi jualannya politik. Mantavvv jiwa Cara lu..  #pilkadadki2017 #pilkada,Not,Derryl
613,negative,Anies-Sandi,"Tapi lawan Ahok sekarang jelas tidak lebih baik, malah lebih buruk. Track record kurang, komitmen memberantas korupsi nihil. #PilkadaDKI2017",Not,Derryl
614,negative,Anies-Sandi,"Mungkin maksud Anies, prostitusi dan perjudian di Kalijodo harus tertata rapih -> http://megapolitan.kompas.com/read/2017/04/15/19414861/ani",Not,Derryl
615,negative,Anies-Sandi,"Ih serem, terus nanti bilangnya di pitenah...#Gue2 #BaDjaUntukJakarta #pilkadadki2017",Not,Derryl
616,negative,Anies-Sandi,"Pak @aniesbaswedan sekarang kan lagi masa tenang, kok team sukses bapak masih kerja ya? Bagi2 bunga segala lagi #pilkadadki2017",Not,Derryl
617,negative,Anies-Sandi,"Terlalu tidak bisa diaplikasikan, program2 paslon 3. Bahkan cenderung tidak bisa nyambung dalam bahasa teknisnya. Sangat prihatin",Not,Derryl
618,negative,Anies-Sandi,semoga Allah SWT memberikan rahmat bagi yang mendzolimi sesama. #prihatin #pilkadadki2017,Not,Derryl
619,negative,Anies-Sandi,"Anis persis kayak orang jualan sabun wangi dipasar, kalau ngomong pinter tapi tidak pernah mandi"" #pilkadadki2017",Not,Derryl
620,negative,Anies-Sandi,"Jika nanti punya pemimpin yang ingkar, jangan heran, karena pada tuhan pun manusia itu seringkali ingkar!! #pilkadadki2017",Not,Derryl
621,negative,Anies-Sandi,Fasisme musuh demokrasi. @aniesbaswedan merangkul dua sekaligus: Islamisme & orang2 Orde Baru. #PilkadaDKI2017 #DebatFinalPilgubDKI,Not,Derryl
622,negative,Anies-Sandi,Bapak @basuki_btp Pemenang PILKADA 2017 @AhokDjarot BangunDki @AniesBaswedanID jangan STRES  kalau GATOT(gagal total)#pilkadadki2017,Buzzer,Derryl
623,negative,Anies-Sandi,"Lagi2 bicaramu ngawur tanpa fakta, jangan asal ngomong @aniesbaswedan @sandiuno @basuki_btp @RoryAsyari #pilkadadki2017 #debatpilkadadki",Not,Derryl
624,negative,Anies-Sandi,Pilkada telah ditutup dengan Debat (kusir) yang kusut kualitasnya. Debat terparah. #debatfinalpilkadadki #pilkadadki2017 #AhokDjarotDiRosi,Not,Derryl
625,negative,Anies-Sandi,"Baru kali ini kau terlihat arogan pak Anies, saya menjadi tidak yakin untuk memilihmu #pilkadadki2017",Not,Derryl
626,negative,Anies-Sandi,"Setelah KO di beberapa Polling, kini mereka goreng soal KPUD tidak netral, kamvreetttt.... #pilkadadki2017 #debatfinalpilkadadki #OkeOce",Not,Derryl
627,negative,Anies-Sandi,"program asal ngomong begini jadinya, pemotongan warga #pilkadadki2017 #pilkadadkijakarta2017 #asalngomomg",Not,Derryl
628,negative,Anies-Sandi,"Waaaah ternyata dia sudah sadar, kalo selama ini salah pilih #BasukiDjarot @ahok_btp @AhokDjarot #pilkadadkijakarta2017 #PILKADADKI2017",Not,Derryl
629,negative,Anies-Sandi,Belajar mulai dari yang sederhana: Kursi dipakai untuk duduk. Tapi sejak kapan meja jadi tempat duduk? Pantas aja jadi Mendikbud dipecat!,Not,Derryl
630,negative,Anies-Sandi,"Lho, Lagu Anies-Sandi Menjiplak Nyanyian Yahudi? http://m.jpnn.com/news/lho-lagu-anies-sandi-menjiplak-nyanyian-yahudi  #HashemMelech",Buzzer,Derryl
631,negative,Anies-Sandi,Didiklah orang muda dengan akhlak dan integritas. Bukan ambisi kotor dan fitnah. Jangan omong doang. #pilkadadki2017,Not,Derryl
632,negative,Anies-Sandi,#PilkadaDKI2017 Anies Dipolisikan karena Sebut #Ahok-Djarot Gusur 300 Titik di DKI http://detik.id/6Lraph,Buzzer,Derryl
633,negative,Anies-Sandi,Siapa menebar FITNAH dia akan menuai KALAH #pilkadadki2017,Not,Derryl
634,negative,Anies-Sandi,Pemimpin yang Tegas ataukah Pemimpi yang Tega #PilkadaDKI2017,Not,Derryl
635,negative,Anies-Sandi,"Lah, Ini Malah Ada Pelatihan OK-OCE Sabun Al-Maidah http://m.jpnn.com/news/lah-ini-malah-ada-pelatihan-ok-oce-sabun-al-maidah  #Pilka",Buzzer,Derryl
636,negative,Anies-Sandi,Jangan kotori Lagi Balai Kota dengan Karangan Bunga http://obsessionnews.com @habiburokhman #AhokDjarot #Ahok #Anies #AniesSandi #MayDay2017,Buzzer,Derryl
637,negative,Anies-Sandi,Bukan timses #AniesSandi,Not,Derryl
638,negative,Anies-Sandi,cara kampanye #Anies membuat Menteri agama mengeluarkan peraturan larangan kampanye di rumah ibadah. sdh jelas #AniesSandi menang karna SARA,Not,Derryl
639,negative,Anies-Sandi,"Haha #AniesSandi kuoata saya banyak pak, pakai #telkomsel emang situ beliin saya pulsa atau beliin saya kuota",Not,Derryl
640,negative,Anies-Sandi,"Perayaan kemenangan #AniesSandi, tidak pakai papan kembang, tapi pakai kambiang â€” merasa bersyukur di Abunawas... http://fb.me/89nIV8t2r",Not,Derryl
641,negative,Anies-Sandi,Surat kocak Untuk Anies ... #indoharian #aniessandi #gubernurpilihan #gagalmoveone #suratrakyat #AniesSandiGubernurKita #gubernurdki,Not,Derryl
642,negative,Anies-Sandi,"Bikin Macet, Warga Kelapa Gading Harap Proyek Tidak Mangkrak https://goo.gl/nlm8Xl  #AniesSandi #KelapaGading",Buzzer,Derryl
